,时间,小时,工作日,供冷季节,电耗
9489,221,9,1,1,1437.190008
9490,221,10,1,1,1465.299988
9491,221,11,1,1,1499.399988
9492,221,12,1,1,1504.000012
9493,221,13,1,1,1483.190002
9494,221,14,1,1,1485.02
9495,221,15,1,1,1484.889997
9496,221,16,1,1,1472.3
9497,221,17,1,1,1435.8
9498,221,18,1,1,1188.790003
9499,221,19,1,1,659.1999998
9500,221,20,1,1,472.1999998
9501,221,21,1,1,361.5
9502,221,22,1,1,64.5
9503,221,23,1,1,47.5
9504,222,0,1,1,50.5
9505,222,1,1,1,46
9506,222,2,1,1,52
9507,222,3,1,1,49.30000019
9508,222,4,1,1,46
9509,222,5,1,1,50.5
9510,222,6,1,1,44.5
9511,222,7,1,1,70
9512,222,8,1,1,800.4099979
9513,222,9,1,1,1395.090002
9514,222,10,1,1,1520.289996
9515,222,11,1,1,1254.810003
9516,222,12,1,1,1377.509997
9517,222,13,1,1,1384.290003
9518,222,14,1,1,1235.329992
9519,222,15,1,1,1216.080005
9520,222,16,1,1,1348.319995
9521,222,17,1,1,1357.280005
9522,222,18,1,1,1084.180005
9523,222,19,1,1,626
9524,222,20,1,1,445.5
9525,222,21,1,1,144.8000002
9526,222,22,1,1,59.19999981
9527,222,23,1,1,55.30000019
9528,223,0,1,1,52
9529,223,1,1,1,50.80000019
9530,223,2,1,1,47.5
9531,223,3,1,1,49
9532,223,4,1,1,55.30000019
9533,223,5,1,1,52
9534,223,6,1,1,49.30000019
9535,223,7,1,1,52
9536,223,8,1,1,896.6199951
9537,223,9,1,1,1249.8
9538,223,10,1,1,907.4900026
9539,223,11,1,1,835.0299926
9540,223,12,1,1,1244.190002
9541,223,13,1,1,1202.8
9542,223,14,1,1,1072
9543,223,15,1,1,1086.990003
9544,223,16,1,1,1091.609998
9545,223,17,1,1,1049.609998
9546,223,18,1,1,909.0700073
9547,223,19,1,1,638.3000002
9548,223,20,1,1,374.3000002
9549,223,21,1,1,127.3000002
9550,223,22,1,1,56.80000019
9551,223,23,1,1,38.80000019
9552,224,0,1,1,41.5
9553,224,1,1,1,44.80000019
9554,224,2,1,1,37.30000019
9555,224,3,1,1,40.30000019
9556,224,4,1,1,37.30000019
9557,224,5,1,1,45.5
9558,224,6,1,1,40.80000019
9559,224,7,1,1,59.30000019
9560,224,8,1,1,900.4199953
9561,224,9,1,1,1419.870008
9562,224,10,1,1,1425.73999
9563,224,11,1,1,1430.490003
9564,224,12,1,1,1464.919995
9565,224,13,1,1,1236.960016
9566,224,14,1,1,1361.629992
9567,224,15,1,1,1164.070007
9568,224,16,1,1,1292.729993
9569,224,17,1,1,1298.370008
9570,224,18,1,1,1033.73999
9571,224,19,1,1,644.3000002
9572,224,20,1,1,482.5
9573,224,21,1,1,173.3000002
9574,224,22,1,1,62.5
9575,224,23,1,1,38.80000019
9576,225,0,1,1,34.30000019
9577,225,1,1,1,32.80000019
9578,225,2,1,1,35.5
9579,225,3,1,1,44.80000019
9580,225,4,1,1,40.30000019
9581,225,5,1,1,35.80000019
9582,225,6,1,1,37.30000019
9583,225,7,1,1,55
9584,225,8,1,1,967.3899965
9585,225,9,1,1,1312.210004
9586,225,10,1,1,1429.890027
9587,225,11,1,1,1384.710004
9588,225,12,1,1,1335.279999
9589,225,13,1,1,1242.919995
9590,225,14,1,1,931.56001
9591,225,15,1,1,1172.419995
9592,225,16,1,1,1083.490003
9593,225,17,1,1,1095.809998
9594,225,18,1,1,890.6800051
9595,225,19,1,1,623.8000002
9596,225,20,1,1,317.3000002
9597,225,21,1,1,122.3000002
9598,225,22,1,1,52
9599,225,23,1,1,37.30000019
9600,226,0,0,1,40.30000019
9601,226,1,0,1,38.80000019
9602,226,2,0,1,34.30000019
9603,226,3,0,1,35.5
9604,226,4,0,1,35.80000019
9605,226,5,0,1,38.80000019
9606,226,6,0,1,29.5
9607,226,7,0,1,34.30000019
9608,226,8,0,1,38.5
9609,226,9,0,1,496.3000002
9610,226,10,0,1,547.3000002
9611,226,11,0,1,536
9612,226,12,0,1,472
9613,226,13,0,1,457.7
9614,226,14,0,1,471
9615,226,15,0,1,463.7
9616,226,16,0,1,321.5
9617,226,17,0,1,162
9618,226,18,0,1,371.2
9619,226,19,0,1,111.5
9620,226,20,0,1,41.20000005
9621,226,21,0,1,38.5
9622,226,22,0,1,33.70000005
9623,226,23,0,1,35.5
9624,227,0,0,1,36.70000005
9625,227,1,0,1,32.5
9626,227,2,0,1,36.70000005
9627,227,3,0,1,34
9628,227,4,0,1,32.20000005
9629,227,5,0,1,32.5
9630,227,6,0,1,30.70000005
9631,227,7,0,1,41.5
9632,227,8,0,1,32.20000005
9633,227,9,0,1,513
9634,227,10,0,1,466.7
9635,227,11,0,1,450
9636,227,12,0,1,47.70000005
9637,227,13,0,1,117
9638,227,14,0,1,567.7
9639,227,15,0,1,451
9640,227,16,0,1,444.7
9641,227,17,0,1,447.5
9642,227,18,0,1,444.7
9643,227,19,0,1,156
9644,227,20,0,1,33.70000005
9645,227,21,0,1,31.5
9646,227,22,0,1,38.20000005
9647,227,23,0,1,37
9648,228,0,1,1,26.5
9649,228,1,1,1,32.20000005
9650,228,2,1,1,33.5
9651,228,3,1,1,32.20000005
9652,228,4,1,1,37
9653,228,5,1,1,30.70000005
9654,228,6,1,1,29.5
9655,228,7,1,1,53.19999981
9656,228,8,1,1,971.6199951
9657,228,9,1,1,1219.379997
9658,228,10,1,1,1370.799999
9659,228,11,1,1,1239.300007
9660,228,12,1,1,1247.820002
9661,228,13,1,1,1169.6
9662,228,14,1,1,930.5799999
9663,228,15,1,1,1333.280005
9664,228,16,1,1,1151.2
9665,228,17,1,1,1166.339991
9666,228,18,1,1,942.8600101
9667,228,19,1,1,645.5
9668,228,20,1,1,464.3999996
9669,228,21,1,1,110.6999998
9670,228,22,1,1,48
9671,228,23,1,1,37.89999962
9672,229,0,1,1,34.5999999
9673,229,1,1,1,38.5
9674,229,2,1,1,42.39999962
9675,229,3,1,1,30.0999999
9676,229,4,1,1,35.80000019
9677,229,5,1,1,34.5999999
9678,229,6,1,1,43.30000019
9679,229,7,1,1,47.80000019
9680,229,8,1,1,872.6200075
9681,229,9,1,1,1113.579999
9682,229,10,1,1,1231.920001
9683,229,11,1,1,1183.789996
9684,229,12,1,1,1171.709997
9685,229,13,1,1,1118.890002
9686,229,14,1,1,746.6100035
9687,229,15,1,1,806.3000002
9688,229,16,1,1,789.5900269
9689,229,17,1,1,771.3099976
9690,229,18,1,1,669.5
9691,229,19,1,1,637.8000002
9692,229,20,1,1,477
9693,229,21,1,1,166.8000002
9694,229,22,1,1,43.80000019
9695,229,23,1,1,41.19999981
9696,230,0,1,1,37
9697,230,1,1,1,35.19999981
9698,230,2,1,1,37.60000038
9699,230,3,1,1,38.5
9700,230,4,1,1,38.80000019
9701,230,5,1,1,31.30000019
9702,230,6,1,1,34
9703,230,7,1,1,43.60000038
9704,230,8,1,1,927.5099983
9705,230,9,1,1,1136.290001
9706,230,10,1,1,1250.829994
9707,230,11,1,1,1239.990002
9708,230,12,1,1,1256.799999
9709,230,13,1,1,570.0099983
9710,230,14,1,1,1136.870007
9711,230,15,1,1,1163.439991
9712,230,16,1,1,873.2700071
9713,230,17,1,1,1298.119995
9714,230,18,1,1,937.280005
9715,230,19,1,1,611.4000001
9716,230,20,1,1,452.5999999
9717,230,21,1,1,137.0999999
9718,230,22,1,1,37.80000019
9719,230,23,1,1,19.9000001
9720,231,0,1,1,28.5999999
9721,231,1,1,1,24.0999999
9722,231,2,1,1,24.0999999
9723,231,3,1,1,18.4000001
9724,231,4,1,1,21.4000001
9725,231,5,1,1,27.70000005
9726,231,6,1,1,19.9000001
9727,231,7,1,1,17.20000005
9728,231,8,1,1,875.780005
9729,231,9,1,1,1115.819995
9730,231,10,1,1,904.2799988
9731,231,11,1,1,823.0200081
9732,231,12,1,1,1242.290028
9733,231,13,1,1,1280.010004
9734,231,14,1,1,1129.099995
9735,231,15,1,1,713.079998
9736,231,16,1,1,885.6100044
9737,231,17,1,1,837.2099972
9738,231,18,1,1,1020.98
9739,231,19,1,1,689.6000004
9740,231,20,1,1,499.5
9741,231,21,1,1,203.8999996
9742,231,22,1,1,58.79999924
9743,231,23,1,1,44.10000038
9744,232,0,1,1,50.60000038
9745,232,1,1,1,45.10000038
9746,232,2,1,1,42.39999962
9747,232,3,1,1,46.60000038
9748,232,4,1,1,41.79999924
9749,232,5,1,1,31.29999924
9750,232,6,1,1,43.60000038
9751,232,7,1,1,49.89999962
9752,232,8,1,1,887.9099979
9753,232,9,1,1,1112.299999
9754,232,10,1,1,1215.780005
9755,232,11,1,1,1216.319995
9756,232,12,1,1,1250.180005
9757,232,13,1,1,1244.119995
9758,232,14,1,1,1222.880005
9759,232,15,1,1,1242.119995
9760,232,16,1,1,1056.319995
9761,232,17,1,1,827.1900024
9762,232,18,1,1,925.8000002
9763,232,19,1,1,638
9764,232,20,1,1,432.5
9765,232,21,1,1,148.1999998
9766,232,22,1,1,47.80000019
9767,232,23,1,1,38.5
9768,233,0,0,1,32.80000019
9769,233,1,0,1,31
9770,233,2,0,1,33.69999981
9771,233,3,0,1,34
9772,233,4,0,1,32.80000019
9773,233,5,0,1,29.80000019
9774,233,6,0,1,25.5
9775,233,7,0,1,29.5
9776,233,8,0,1,38.19999981
9777,233,9,0,1,481.8000002
9778,233,10,0,1,531
9779,233,11,0,1,455.5
9780,233,12,0,1,483.5
9781,233,13,0,1,476.1999998
9782,233,14,0,1,473.5
9783,233,15,0,1,467.5
9784,233,16,0,1,500.8999996
9785,233,17,0,1,437
9786,233,18,0,1,471.3999996
9787,233,19,0,1,146
9788,233,20,0,1,52
9789,233,21,0,1,43
9790,233,22,0,1,43
9791,233,23,0,1,48.39999962
9792,234,0,0,1,46
9793,234,1,0,1,38.5
9794,234,2,0,1,46.30000019
9795,234,3,0,1,41.19999981
9796,234,4,0,1,35.80000019
9797,234,5,0,1,43.89999962
9798,234,6,0,1,19.30000019
9799,234,7,0,1,40.30000019
9800,234,8,0,1,37
9801,234,9,0,1,492
9802,234,10,0,1,482.6999998
9803,234,11,0,1,451
9804,234,12,0,1,465.8000002
9805,234,13,0,1,447.6999998
9806,234,14,0,1,455
9807,234,15,0,1,446.8999996
9808,234,16,0,1,484.1000004
9809,234,17,0,1,467.3999996
9810,234,18,0,1,451.5
9811,234,19,0,1,134
9812,234,20,0,1,39.69999981
9813,234,21,0,1,40
9814,234,22,0,1,46
9815,234,23,0,1,49
9816,235,0,1,1,38.80000019
9817,235,1,1,1,36.69999981
9818,235,2,1,1,35.5
9819,235,3,1,1,34
9820,235,4,1,1,35.80000019
9821,235,5,1,1,29.5
9822,235,6,1,1,13
9823,235,7,1,1,51.39999962
9824,235,8,1,1,957.0800047
9825,235,9,1,1,1314.409998
9826,235,10,1,1,1377.4
9827,235,11,1,1,1334.780005
9828,235,12,1,1,1355.109998
9829,235,13,1,1,1367.909998
9830,235,14,1,1,1309.309998
9831,235,15,1,1,1327.980005
9832,235,16,1,1,1318.090002
9833,235,17,1,1,1292.5
9834,235,18,1,1,1165.9
9835,235,19,1,1,681.6000004
9836,235,20,1,1,526.1000004
9837,235,21,1,1,333.3999996
9838,235,22,1,1,56.30000019
9839,235,23,1,1,43.89999962
9840,236,0,1,1,39.69999981
9841,236,1,1,1,43
9842,236,2,1,1,33.69999981
9843,236,3,1,1,36.39999962
9844,236,4,1,1,39.10000038
9845,236,5,1,1,36.39999962
9846,236,6,1,1,37.60000038
9847,236,7,1,1,47.19999981
9848,236,8,1,1,918.1999998
9849,236,9,1,1,1239.710004
9850,236,10,1,1,1399.009997
9851,236,11,1,1,1365.88003
9852,236,12,1,1,1356.309973
9853,236,13,1,1,1344.709997
9854,236,14,1,1,1232.680005
9855,236,15,1,1,1243.9
9856,236,16,1,1,1295.8
9857,236,17,1,1,1288.820002
9858,236,18,1,1,1044.179998
9859,236,19,1,1,685.8000002
9860,236,20,1,1,474.8000002
9861,236,21,1,1,315.0999999
9862,236,22,1,1,45.30000019
9863,236,23,1,1,37.9000001
9864,237,0,1,1,37.30000019
9865,237,1,1,1,42.4000001
9866,237,2,1,1,36.0999999
9867,237,3,1,1,40.30000019
9868,237,4,1,1,39.0999999
9869,237,5,1,1,37.5999999
9870,237,6,1,1,37.5999999
9871,237,7,1,1,59.19999981
9872,237,8,1,1,956.2199955
9873,237,9,1,1,1267.509997
9874,237,10,1,1,1352.470007
9875,237,11,1,1,1374.919995
9876,237,12,1,1,1343.580005
9877,237,13,1,1,1360.53999
9878,237,14,1,1,1254.480005
9879,237,15,1,1,1328.4
9880,237,16,1,1,1353.980005
9881,237,17,1,1,1231.519995
9882,237,18,1,1,997.5900021
9883,237,19,1,1,640.1000004
9884,237,20,1,1,480.1999998
9885,237,21,1,1,327.3000002
9886,237,22,1,1,60.19999981
9887,237,23,1,1,43.89999962
9888,238,0,1,1,48.10000038
9889,238,1,1,1,42.39999962
9890,238,2,1,1,42.69999981
9891,238,3,1,1,22.60000038
9892,238,4,1,1,43.89999962
9893,238,5,1,1,46.30000019
9894,238,6,1,1,43
9895,238,7,1,1,54.69999981
9896,238,8,1,1,950.0200014
9897,238,9,1,1,1160.289996
9898,238,10,1,1,1351.689997
9899,238,11,1,1,1317.810003
9900,238,12,1,1,608.3999996
9901,238,13,1,1,1294.990003
9902,238,14,1,1,1226.019995
9903,238,15,1,1,1240.490003
9904,238,16,1,1,638.2099972
9905,238,17,1,1,1293.4
9906,238,18,1,1,1040.190002
9907,238,19,1,1,653.8999996
9908,238,20,1,1,481.3999996
9909,238,21,1,1,366.1000004
9910,238,22,1,1,73.39999962
9911,238,23,1,1,64.30000019
9912,239,0,1,1,52.89999962
9913,239,1,1,1,49.89999962
9914,239,2,1,1,52.30000019
9915,239,3,1,1,44.19999981
9916,239,4,1,1,49.89999962
9917,239,5,1,1,49.60000038
9918,239,6,1,1,49.89999962
9919,239,7,1,1,62.80000019
9920,239,8,1,1,943.1999998
9921,239,9,1,1,1504.319995
9922,239,10,1,1,1521.579999
9923,239,11,1,1,1523.600012
9924,239,12,1,1,1459.819989
9925,239,13,1,1,1369.700006
9926,239,14,1,1,1296.989996
9927,239,15,1,1,1370.190002
9928,239,16,1,1,1419.090002
9929,239,17,1,1,1383.419995
9930,239,18,1,1,1075.780005
9931,239,19,1,1,643.5
9932,239,20,1,1,445.6000004
9933,239,21,1,1,194.6999998
9934,239,22,1,1,42.89999962
9935,239,23,1,1,36.39999962
9936,240,0,0,1,32.19999981
9937,240,1,0,1,40.60000038
9938,240,2,0,1,34.89999962
9939,240,3,0,1,38.19999981
9940,240,4,0,1,37.60000038
9941,240,5,0,1,38.19999981
9942,240,6,0,1,33.69999981
9943,240,7,0,1,36.10000038
9944,240,8,0,1,35.19999981
9945,240,9,0,1,512.1000004
9946,240,10,0,1,558.1999998
9947,240,11,0,1,531.6999998
9948,240,12,0,1,479.3000002
9949,240,13,0,1,462.6999998
9950,240,14,0,1,473.3000002
9951,240,15,0,1,478.8999996
9952,240,16,0,1,489.3999996
9953,240,17,0,1,494.3000002
9954,240,18,0,1,476.1999998
9955,240,19,0,1,146.3000002
9956,240,20,0,1,54.39999962
9957,240,21,0,1,51.39999962
9958,240,22,0,1,49.60000038
9959,240,23,0,1,43.89999962
9960,241,0,0,1,45.69999981
9961,241,1,0,1,51.10000038
9962,241,2,0,1,42.69999981
9963,241,3,0,1,45.10000038
9964,241,4,0,1,41.19999981
9965,241,5,0,1,37.89999962
9966,241,6,0,1,43.60000038
9967,241,7,0,1,34.30000019
9968,241,8,0,1,34
9969,241,9,0,1,474.1999998
9970,241,10,0,1,459.8000002
9971,241,11,0,1,445
9972,241,12,0,1,460
9973,241,13,0,1,448.8000002
9974,241,14,0,1,435.8999996
9975,241,15,0,1,438.3000002
9976,241,16,0,1,293
9977,241,17,0,1,120
9978,241,18,0,1,511.3000002
9979,241,19,0,1,133.1999998
9980,241,20,0,1,23.5
9981,241,21,0,1,29.80000019
9982,241,22,0,1,37
9983,241,23,0,1,40.30000019
9984,242,0,1,1,31.19999981
9985,242,1,1,1,38.30000019
9986,242,2,1,1,28.30000019
9987,242,3,1,1,34
9988,242,4,1,1,11.80000019
9989,242,5,1,1,22.30000019
9990,242,6,1,1,39.0999999
9991,242,7,1,1,44.80000019
9992,242,8,1,1,789.5
9993,242,9,1,1,982.1199951
9994,242,10,1,1,1092.680004
9995,242,11,1,1,590.7999992
9996,242,12,1,1,1094.529993
9997,242,13,1,1,612.6000004
9998,242,14,1,1,1068.409998
9999,242,15,1,1,1120.180004
10000,242,16,1,1,1082.709999
10001,242,17,1,1,1078.280006
10002,242,18,1,1,883.5099983
10003,242,19,1,1,564.3999996
10004,242,20,1,1,230.5999999
10005,242,21,1,1,104.5999999
10006,242,22,1,1,34.4000001
10007,242,23,1,1,31.5999999
10008,243,0,1,1,30.0999999
10009,243,1,1,1,33.0999999
10010,243,2,1,1,34.5999999
10011,243,3,1,1,30.4000001
10012,243,4,1,1,30.0999999
10013,243,5,1,1,30.0999999
10014,243,6,1,1,28.5999999
10015,243,7,1,1,42.0999999
10016,243,8,1,1,787.9000001
10017,243,9,1,1,1000.409997
10018,243,10,1,1,1080.6
10019,243,11,1,1,1051.409997
10020,243,12,1,1,1078.790002
10021,243,13,1,1,1026.470007
10022,243,14,1,1,1015.719995
10023,243,15,1,1,1044.409997
10024,243,16,1,1,1053.109998
10025,243,17,1,1,1043.170007
10026,243,18,1,1,864.7900023
10027,243,19,1,1,566.9000001
10028,243,20,1,1,212.0999999
10029,243,21,1,1,99.80000019
10030,243,22,1,1,42.5999999
10031,243,23,1,1,29.0999999
10032,244,0,1,1,40.9000001
10033,244,1,1,1,27.0999999
10034,244,2,1,1,31.30000019
10035,244,3,1,1,28.5999999
10036,244,4,1,1,33.0999999
10037,244,5,1,1,33.0999999
10038,244,6,1,1,28.9000001
10039,244,7,1,1,47.80000019
10040,244,8,1,1,905.8399901
10041,244,9,1,1,1124.980005
10042,244,10,1,1,1192.6
10043,244,11,1,1,1182.519997
10044,244,12,1,1,1186.980003
10045,244,13,1,1,1158.580006
10046,244,14,1,1,1099.619995
10047,244,15,1,1,1177.880005
10048,244,16,1,1,1029.729996
10049,244,17,1,1,934.5700073
10050,244,18,1,1,785.939991
10051,244,19,1,1,623.0999999
10052,244,20,1,1,439.0999999
10053,244,21,1,1,266.3000002
10054,244,22,1,1,51.5999999
10055,244,23,1,1,41.80000019
10056,245,0,1,1,36.0999999
10057,245,1,1,1,34.5999999
10058,245,2,1,1,44.80000019
10059,245,3,1,1,36.0999999
10060,245,4,1,1,35.80000019
10061,245,5,1,1,33.0999999
10062,245,6,1,1,36.0999999
10063,245,7,1,1,49.5999999
10064,245,8,1,1,931.7900023
10065,245,9,1,1,1251.990003
10066,245,10,1,1,1365.119995
10067,245,11,1,1,1363.090002
10068,245,12,1,1,1347.570007
10069,245,13,1,1,1299.5
10070,245,14,1,1,1278.509997
10071,245,15,1,1,1339.7
10072,245,16,1,1,1225.209997
10073,245,17,1,1,1413.690002
10074,245,18,1,1,1099.729993
10075,245,19,1,1,653.8000002
10076,245,20,1,1,351.3000002
10077,245,21,1,1,109.0999999
10078,245,22,1,1,48.5999999
10079,245,23,1,1,39.0999999
10080,246,0,1,1,42.4000001
10081,246,1,1,1,35.80000019
10082,246,2,1,1,33.0999999
10083,246,3,1,1,31.5999999
10084,246,4,1,1,37.5999999
10085,246,5,1,1,34.9000001
10086,246,6,1,1,34.30000019
10087,246,7,1,1,45.0999999
10088,246,8,1,1,940.3600097
10089,246,9,1,1,1201.33999
10090,246,10,1,1,1348.980005
10091,246,11,1,1,1293.419995
10092,246,12,1,1,1253.480005
10093,246,13,1,1,1100.890002
10094,246,14,1,1,779.7299929
10095,246,15,1,1,807.5999999
10096,246,16,1,1,811.8600097
10097,246,17,1,1,806.0999999
10098,246,18,1,1,713.4099975
10099,246,19,1,1,603.0999999
10100,246,20,1,1,410.5999999
10101,246,21,1,1,107.4000001
10102,246,22,1,1,42.80000019
10103,246,23,1,1,22.9000001
10104,247,0,0,1,34.5999999
10105,247,1,0,1,32.80000019
10106,247,2,0,1,43.30000019
10107,247,3,0,1,31.5999999
10108,247,4,0,1,28.5999999
10109,247,5,0,1,27.0999999
10110,247,6,0,1,27.0999999
10111,247,7,0,1,40.30000019
10112,247,8,0,1,37.5999999
10113,247,9,0,1,493.4000001
10114,247,10,0,1,576.0999999
10115,247,11,0,1,527.9000001
10116,247,12,0,1,478.8000002
10117,247,13,0,1,463.0999999
10118,247,14,0,1,453.5999999
10119,247,15,0,1,480.0999999
10120,247,16,0,1,458.4000001
10121,247,17,0,1,444.8000002
10122,247,18,0,1,450.0999999
10123,247,19,0,1,110.5999999
10124,247,20,0,1,21.0999999
10125,247,21,0,1,22.5999999
10126,247,22,0,1,33.0999999
10127,247,23,0,1,22.5999999
10128,248,0,0,1,25.5999999
10129,248,1,0,1,17.0999999
10130,248,2,0,1,24.0999999
10131,248,3,0,1,24.4000001
10132,248,4,0,1,31.30000019
10133,248,5,0,1,21.0999999
10134,248,6,0,1,22.9000001
10135,248,7,0,1,24.0999999
10136,248,8,0,1,21.0999999
10137,248,9,0,1,503.8000002
10138,248,10,0,1,496.9000001
10139,248,11,0,1,440.5999999
10140,248,12,0,1,464.0999999
10141,248,13,0,1,449.0999999
10142,248,14,0,1,470.3000002
10143,248,15,0,1,466.0999999
10144,248,16,0,1,453.0999999
10145,248,17,0,1,452.5999999
10146,248,18,0,1,456.0999999
10147,248,19,0,1,131.5999999
10148,248,20,0,1,36.0999999
10149,248,21,0,1,24.0999999
10150,248,22,0,1,27.0999999
10151,248,23,0,1,141.4000001
10152,249,0,1,1,460.8000002
10153,249,1,1,1,101.5999999
10154,249,2,1,1,25.5999999
10155,249,3,1,1,19.9000001
10156,249,4,1,1,22.5999999
10157,249,5,1,1,21.0999999
10158,249,6,1,1,27.0999999
10159,249,7,1,1,42.0999999
10160,249,8,1,1,821.9099975
10161,249,9,1,1,1105.480005
10162,249,10,1,1,1260.029993
10163,249,11,1,1,1200.3
10164,249,12,1,1,1251.470007
10165,249,13,1,1,1247.729993
10166,249,14,1,1,1167.370008
10167,249,15,1,1,1174.409997
10168,249,16,1,1,1212.7
10169,249,17,1,1,890.3099976
10170,249,18,1,1,765.7099977
10171,249,19,1,1,634.5999999
10172,249,20,1,1,452.0999999
10173,249,21,1,1,316.0999999
10174,249,22,1,1,42.5999999
10175,249,23,1,1,36.0999999
10176,250,0,1,1,31.0999999
10177,250,1,1,1,21.5999999
10178,250,2,1,1,38.5999999
10179,250,3,1,1,27.0999999
10180,250,4,1,1,25.5999999
10181,250,5,1,1,24.0999999
10182,250,6,1,1,22.5999999
10183,250,7,1,1,40.9000001
10184,250,8,1,1,1028.109998
10185,250,9,1,1,1231.670007
10186,250,10,1,1,1341.909997
10187,250,11,1,1,1260.480005
10188,250,12,1,1,1213.33999
10189,250,13,1,1,1247.8
10190,250,14,1,1,1227.170007
10191,250,15,1,1,1311.909997
10192,250,16,1,1,1263.909997
10193,250,17,1,1,1177.9
10194,250,18,1,1,917.9900026
10195,250,19,1,1,605.5999999
10196,250,20,1,1,402.0999999
10197,250,21,1,1,101.5999999
10198,250,22,1,1,39.9000001
10199,250,23,1,1,35.80000019
10200,251,0,1,1,34.5999999
10201,251,1,1,1,37.5999999
10202,251,2,1,1,28.9000001
10203,251,3,1,1,28.5999999
10204,251,4,1,1,33.0999999
10205,251,5,1,1,37.30000019
10206,251,6,1,1,33.0999999
10207,251,7,1,1,43.5999999
10208,251,8,1,1,890.4000001
10209,251,9,1,1,1110.890002
10210,251,10,1,1,952.6900024
10211,251,11,1,1,788.6099977
10212,251,12,1,1,1165.719995
10213,251,13,1,1,1222.990003
10214,251,14,1,1,1038.180005
10215,251,15,1,1,1035.729993
10216,251,16,1,1,908.1800051
10217,251,17,1,1,796.0299926
10218,251,18,1,1,710.7900023
10219,251,19,1,1,604.3000002
10220,251,20,1,1,419.3000002
10221,251,21,1,1,98.30000019
10222,251,22,1,1,29.5999999
10223,251,23,1,1,22.5999999
10224,252,0,1,1,25.30000019
10225,252,1,1,1,26.80000019
10226,252,2,1,1,21.0999999
10227,252,3,1,1,30.0999999
10228,252,4,1,1,22.5999999
10229,252,5,1,1,21.0999999
10230,252,6,1,1,26.80000019
10231,252,7,1,1,37.5999999
10232,252,8,1,1,843.2900023
10233,252,9,1,1,1147.409997
10234,252,10,1,1,1018.770008
10235,252,11,1,1,836.0399895
10236,252,12,1,1,1168.060009
10237,252,13,1,1,1242.209999
10238,252,14,1,1,1097.529991
10239,252,15,1,1,1142.360008
10240,252,16,1,1,1143.419994
10241,252,17,1,1,868.7000008
10242,252,18,1,1,791.9900017
10243,252,19,1,1,638.7999992
10244,252,20,1,1,430.4000001
10245,252,21,1,1,99.5999999
10246,252,22,1,1,46.80000019
10247,252,23,1,1,34.5999999
10248,253,0,1,1,22.5999999
10249,253,1,1,1,27.4000001
10250,253,2,1,1,24.0999999
10251,253,3,1,1,24.0999999
10252,253,4,1,1,28.30000019
10253,253,5,1,1,33.0999999
10254,253,6,1,1,24.4000001
10255,253,7,1,1,37.5999999
10256,253,8,1,1,878.719995
10257,253,9,1,1,1141.509998
10258,253,10,1,1,931.560009
10259,253,11,1,1,863.5199966
10260,253,12,1,1,1247.099998
10261,253,13,1,1,1307.119995
10262,253,14,1,1,1116.599998
10263,253,15,1,1,1142.280006
10264,253,16,1,1,1151.509998
10265,253,17,1,1,1225.090004
10266,253,18,1,1,911
10267,253,19,1,1,605.1999998
10268,253,20,1,1,374.3000002
10269,253,21,1,1,94.5
10270,253,22,1,1,41.60000038
10271,253,23,1,1,26.19999981
10272,254,0,0,1,32.19999981
10273,254,1,0,1,33.10000038
10274,254,2,0,1,32.19999981
10275,254,3,0,1,31.60000038
10276,254,4,0,1,22
10277,254,5,0,1,31.69999981
10278,254,6,0,1,20.5
10279,254,7,0,1,34.30000019
10280,254,8,0,1,309.8999996
10281,254,9,0,1,632.5
10282,254,10,0,1,579.1999998
10283,254,11,0,1,535.1999998
10284,254,12,0,1,63.89999962
10285,254,13,0,1,451.6000004
10286,254,14,0,1,450.3999996
10287,254,15,0,1,455
10288,254,16,0,1,445
10289,254,17,0,1,438.5
10290,254,18,0,1,418
10291,254,19,0,1,121.3999996
10292,254,20,0,1,27.10000038
10293,254,21,0,1,28
10294,254,22,0,1,24.69999981
10295,254,23,0,1,26.5
10296,255,0,0,1,25.89999962
10297,255,1,0,1,20.5
10298,255,2,0,1,25.30000019
10299,255,3,0,1,19.30000019
10300,255,4,0,1,23.5
10301,255,5,0,1,19.30000019
10302,255,6,0,1,22.30000019
10303,255,7,0,1,20.5
10304,255,8,0,1,458.8000002
10305,255,9,0,1,423.8000002
10306,255,10,0,1,426.8000002
10307,255,11,0,1,446.8000002
10308,255,12,0,1,429.8000002
10309,255,13,0,1,456.1999998
10310,255,14,0,1,454.6999998
10311,255,15,0,1,442.3000002
10312,255,16,0,1,442.3000002
10313,255,17,0,1,456.8000002
10314,255,18,0,1,435.3000002
10315,255,19,0,1,113.8000002
10316,255,20,0,1,23.80000019
10317,255,21,0,1,19.30000019
10318,255,22,0,1,18.0999999
10319,255,23,0,1,23.80000019
10320,256,0,1,1,20.80000019
10321,256,1,1,1,15.30000019
10322,256,2,1,1,19.30000019
10323,256,3,1,1,23.80000019
10324,256,4,1,1,18.0999999
10325,256,5,1,1,17.80000019
10326,256,6,1,1,19.30000019
10327,256,7,1,1,41.19999981
10328,256,8,1,1,548.6199989
10329,256,9,1,1,1722.090002
10330,256,10,1,1,1364.790003
10331,256,11,1,1,1126.519995
10332,256,12,1,1,679.1999998
10333,256,13,1,1,1157.46001
10334,256,14,1,1,1188.409998
