,时间,小时,工作日,供冷季节,电耗
2830,303,22,1,1,48.10000038
2831,303,23,1,1,49.89999962
2832,304,0,0,1,48.10000038
2833,304,1,0,1,50.5
2834,304,2,0,1,58.89999962
2835,304,3,0,1,45.10000038
2836,304,4,0,1,45.10000038
2837,304,5,0,1,39.69999981
2838,304,6,0,1,45.10000038
2839,304,7,0,1,53.19999981
2840,304,8,0,1,45.69999981
2841,304,9,0,1,50.79999924
2842,304,10,0,1,93.10000038
2843,304,11,0,1,110.5
2844,304,12,0,1,87.70000076
2845,304,13,0,1,79
2846,304,14,0,1,81.39999962
2847,304,15,0,1,77.5
2848,304,16,0,1,69.70000076
2849,304,17,0,1,74.5
2850,304,18,0,1,57.69999981
2851,304,19,0,1,44.80000019
2852,304,20,0,1,41.5
2853,304,21,0,1,37.5
2854,304,22,0,1,50
2855,304,23,0,1,40.5
2856,305,0,0,1,41.30000019
2857,305,1,0,1,38.80000019
2858,305,2,0,1,40
2859,305,3,0,1,38.19999981
2860,305,4,0,1,41.80000019
2861,305,5,0,1,36.10000038
2862,305,6,0,1,31.60000038
2863,305,7,0,1,41.5
2864,305,8,0,1,32.80000019
2865,305,9,0,1,40.60000038
2866,305,10,0,1,42.10000038
2867,305,11,0,1,37.60000038
2868,305,12,0,1,40.60000038
2869,305,13,0,1,39.10000038
2870,305,14,0,1,42.39999962
2871,305,15,0,1,45.10000038
2872,305,16,0,1,45.10000038
2873,305,17,0,1,43.80000019
2874,305,18,0,1,33.39999962
2875,305,19,0,1,37
2876,305,20,0,1,37.60000038
2877,305,21,0,1,31
2878,305,22,0,1,29.5
2879,305,23,0,1,26.80000019
2880,306,0,1,1,29.5
2881,306,1,1,1,30.39999962
2882,306,2,1,1,25.30000019
2883,306,3,1,1,26.30000019
2884,306,4,1,1,22.30000019
2885,306,5,1,1,16.5999999
2886,306,6,1,1,26.80000019
2887,306,7,1,1,26.80000019
2888,306,8,1,1,75.9000001
2889,306,9,1,1,350.8000002
2890,306,10,1,1,714
2891,306,11,1,1,331.1999998
2892,306,12,1,1,64.10000038
2893,306,13,1,1,60.39999962
2894,306,14,1,1,59.89999962
2895,306,15,1,1,84.89999962
2896,306,16,1,1,212.3999996
2897,306,17,1,1,209
2898,306,18,1,1,180.8999996
2899,306,19,1,1,164.8999996
2900,306,20,1,1,164.5
2901,306,21,1,1,157.5
2902,306,22,1,1,158.6999998
2903,306,23,1,1,144.6999998
2904,307,0,1,1,25
2905,307,1,1,1,20.80000019
2906,307,2,1,1,16.9000001
2907,307,3,1,1,22.30000019
2908,307,4,1,1,19.30000019
2909,307,5,1,1,17.4000001
2910,307,6,1,1,23.5999999
2911,307,7,1,1,18.0999999
2912,307,8,1,1,30.4000001
2913,307,9,1,1,330.5
2914,307,10,1,1,722.3000002
2915,307,11,1,1,663.6000004
2916,307,12,1,1,430.3999996
2917,307,13,1,1,213.1000004
2918,307,14,1,1,216.3000002
2919,307,15,1,1,220.5
2920,307,16,1,1,220
2921,307,17,1,1,213
2922,307,18,1,1,192.6000004
2923,307,19,1,1,92.39999962
2924,307,20,1,1,41.5
2925,307,21,1,1,34
2926,307,22,1,1,24.70000005
2927,307,23,1,1,31.30000019
2928,308,0,1,1,40
2929,308,1,1,1,29.5
2930,308,2,1,1,31.30000019
2931,308,3,1,1,25
2932,308,4,1,1,24.0999999
2933,308,5,1,1,25.5999999
2934,308,6,1,1,25.5999999
2935,308,7,1,1,21.4000001
2936,308,8,1,1,218.5
2937,308,9,1,1,717.3000002
2938,308,10,1,1,552.3000002
2939,308,11,1,1,455.5
2940,308,12,1,1,477.6999998
2941,308,13,1,1,332.8000002
2942,308,14,1,1,396.3000002
2943,308,15,1,1,714.8999996
2944,308,16,1,1,333.6999998
2945,308,17,1,1,599.1999998
2946,308,18,1,1,418.3000002
2947,308,19,1,1,127.1000004
2948,308,20,1,1,37
2949,308,21,1,1,31
2950,308,22,1,1,37.30000019
2951,308,23,1,1,29.19999981
2952,309,0,1,1,28
2953,309,1,1,1,28.30000019
2954,309,2,1,1,29.80000019
2955,309,3,1,1,25.30000019
2956,309,4,1,1,25
2957,309,5,1,1,28
2958,309,6,1,1,26.80000019
2959,309,7,1,1,23.80000019
2960,309,8,1,1,241.0999999
2961,309,9,1,1,464.3000002
2962,309,10,1,1,387.6000004
2963,309,11,1,1,514.3000002
2964,309,12,1,1,404.3000002
2965,309,13,1,1,483
2966,309,14,1,1,334
2967,309,15,1,1,187.1999998
2968,309,16,1,1,169.3999996
2969,309,17,1,1,373.5
2970,309,18,1,1,673.3000002
2971,309,19,1,1,175.3000002
2972,309,20,1,1,52.30000019
2973,309,21,1,1,55.30000019
2974,309,22,1,1,43.60000038
2975,309,23,1,1,42.10000038
2976,310,0,1,1,43.60000038
2977,310,1,1,1,43.60000038
2978,310,2,1,1,40.30000019
2979,310,3,1,1,36.39999962
2980,310,4,1,1,36.39999962
2981,310,5,1,1,40.89999962
2982,310,6,1,1,36.10000038
2983,310,7,1,1,39.10000038
2984,310,8,1,1,271.3999996
2985,310,9,1,1,576.6000004
2986,310,10,1,1,535.3000002
2987,310,11,1,1,537.5
2988,310,12,1,1,436.8000002
2989,310,13,1,1,561.5
2990,310,14,1,1,364.5
2991,310,15,1,1,455.3000002
2992,310,16,1,1,582.5
2993,310,17,1,1,550
2994,310,18,1,1,543.5
2995,310,19,1,1,156.8000002
2996,310,20,1,1,50.80000019
2997,310,21,1,1,39.69999981
2998,310,22,1,1,40.30000019
2999,310,23,1,1,35.80000019
3000,311,0,0,1,35.80000019
3001,311,1,0,1,32.80000019
3002,311,2,0,1,37.30000019
3003,311,3,0,1,38.80000019
3004,311,4,0,1,29.80000019
3005,311,5,0,1,29.80000019
3006,311,6,0,1,33.0999999
3007,311,7,0,1,31.30000019
3008,311,8,0,1,28.30000019
3009,311,9,0,1,41.80000019
3010,311,10,0,1,85.30000019
3011,311,11,0,1,95.80000019
3012,311,12,0,1,58
3013,311,13,0,1,47.5
3014,311,14,0,1,55
3015,311,15,0,1,59.80000019
3016,311,16,0,1,52
3017,311,17,0,1,55.30000019
3018,311,18,0,1,56.5
3019,311,19,0,1,52
3020,311,20,0,1,53.80000019
3021,311,21,0,1,47.5
3022,311,22,0,1,37.80000019
3023,311,23,0,1,38.80000019
3024,312,0,0,1,41.5
3025,312,1,0,1,43.30000019
3026,312,2,0,1,37.30000019
3027,312,3,0,1,38.30000019
3028,312,4,0,1,34.30000019
3029,312,5,0,1,37.30000019
3030,312,6,0,1,35.80000019
3031,312,7,0,1,30.0999999
3032,312,8,0,1,37.30000019
3033,312,9,0,1,38.80000019
3034,312,10,0,1,53.5
3035,312,11,0,1,48.30000019
3036,312,12,0,1,56.5
3037,312,13,0,1,54.39999962
3038,312,14,0,1,64.60000038
3039,312,15,0,1,73.30000019
3040,312,16,0,1,67.60000038
3041,312,17,0,1,79.30000019
3042,312,18,0,1,64.89999962
3043,312,19,0,1,51.69999981
3044,312,20,0,1,68.79999924
3045,312,21,0,1,77.79999924
3046,312,22,0,1,65.20000076
3047,312,23,0,1,61
3048,313,0,1,1,64
3049,313,1,1,1,55.29999924
3050,313,2,1,1,61.89999962
3051,313,3,1,1,60.70000076
3052,313,4,1,1,52.89999962
3053,313,5,1,1,48.39999962
3054,313,6,1,1,49.89999962
3055,313,7,1,1,55.60000038
3056,313,8,1,1,288.7999992
3057,313,9,1,1,675.1000004
3058,313,10,1,1,588.2000008
3059,313,11,1,1,718.2999992
3060,313,12,1,1,540.2999992
3061,313,13,1,1,975.7799988
3062,313,14,1,1,819.7100029
3063,313,15,1,1,828.7100029
3064,313,16,1,1,835.2799988
3065,313,17,1,1,786.2099972
3066,313,18,1,1,679.0900021
3067,313,19,1,1,155.5000019
3068,313,20,1,1,60.39999962
3069,313,21,1,1,56.19999981
3070,313,22,1,1,50.5
3071,313,23,1,1,62.19999981
3072,314,0,1,1,50.80000019
3073,314,1,1,1,47.5
3074,314,2,1,1,44.80000019
3075,314,3,1,1,46.60000038
3076,314,4,1,1,46.60000038
3077,314,5,1,1,46.30000019
3078,314,6,1,1,43.60000038
3079,314,7,1,1,40.89999962
3080,314,8,1,1,73.30000019
3081,314,9,1,1,329.8199997
3082,314,10,1,1,863.8799992
3083,314,11,1,1,374.6999998
3084,314,12,1,1,566.3999996
3085,314,13,1,1,542
3086,314,14,1,1,430.5
3087,314,15,1,1,217.8999996
3088,314,16,1,1,367.8999996
3089,314,17,1,1,347.2199955
3090,314,18,1,1,510.3999996
3091,314,19,1,1,126.2800007
3092,314,20,1,1,50.5
3093,314,21,1,1,26.69999981
3094,314,22,1,1,25.89999962
3095,314,23,1,1,33.10000038
3096,315,0,1,1,25.89999962
3097,315,1,1,1,31.60000038
3098,315,2,1,1,27.69999981
3099,315,3,1,1,29.80000019
3100,315,4,1,1,31.89999962
3101,315,5,1,1,25.89999962
3102,315,6,1,1,28.89999962
3103,315,7,1,1,24.69999981
3104,315,8,1,1,49
3105,315,9,1,1,358.2999935
3106,315,10,1,1,700.8000059
3107,315,11,1,1,607.1999998
3108,315,12,1,1,599.920001
3109,315,13,1,1,282.2999992
3110,315,14,1,1,294.6999998
3111,315,15,1,1,453.8000002
3112,315,16,1,1,458.8000002
3113,315,17,1,1,475
3114,315,18,1,1,451.6000004
3115,315,19,1,1,104
3116,315,20,1,1,42.39999962
3117,315,21,1,1,36.10000038
3118,315,22,1,1,37.30000019
3119,315,23,1,1,33.39999962
3120,316,0,1,1,33.10000038
3121,316,1,1,1,33.39999962
3122,316,2,1,1,27.39999962
3123,316,3,1,1,29.80000019
3124,316,4,1,1,29.19999981
3125,316,5,1,1,27.39999962
3126,316,6,1,1,27.69999981
3127,316,7,1,1,26.5
3128,316,8,1,1,248.1999998
3129,316,9,1,1,650.5799923
3130,316,10,1,1,534.3100033
3131,316,11,1,1,527.8899965
3132,316,12,1,1,562.6100035
3133,316,13,1,1,544.1999998
3134,316,14,1,1,502.4100037
3135,316,15,1,1,498.079999
3136,316,16,1,1,518.9199953
3137,316,17,1,1,517.6800051
3138,316,18,1,1,513.8199949
3139,316,19,1,1,114.9899988
3140,316,20,1,1,27.10000038
3141,316,21,1,1,27.10000038
3142,316,22,1,1,31.60000038
3143,316,23,1,1,32.5
3144,317,0,1,1,25.60000038
3145,317,1,1,1,20.19999981
3146,317,2,1,1,24.69999981
3147,317,3,1,1,25.89999962
3148,317,4,1,1,24.10000038
3149,317,5,1,1,22.60000038
3150,317,6,1,1,24.10000038
3151,317,7,1,1,30.39999962
3152,317,8,1,1,47.80000019
3153,317,9,1,1,417.1899986
3154,317,10,1,1,95.30000019
3155,317,11,1,1,95
3156,317,12,1,1,395.6999998
3157,317,13,1,1,148.5
3158,317,14,1,1,169.6999998
3159,317,15,1,1,167.6999998
3160,317,16,1,1,161.1000004
3161,317,17,1,1,161.1000004
3162,317,18,1,1,159.6000004
3163,317,19,1,1,79
3164,317,20,1,1,28
3165,317,21,1,1,19
3166,317,22,1,1,19.5999999
3167,317,23,1,1,14.80000019
3168,318,0,0,1,13.5999999
3169,318,1,0,1,11.20000005
3170,318,2,0,1,14.20000005
3171,318,3,0,1,10.5999999
3172,318,4,0,1,12.4000001
3173,318,5,0,1,12.4000001
3174,318,6,0,1,13
3175,318,7,0,1,9.700000048
3176,318,8,0,1,14.20000005
3177,318,9,0,1,18.4000001
3178,318,10,0,1,40.9000001
3179,318,11,0,1,34.9000001
3180,318,12,0,1,29.20000005
3181,318,13,0,1,34.5999999
3182,318,14,0,1,47.80000019
3183,318,15,0,1,47.5
3184,318,16,0,1,43.30000019
3185,318,17,0,1,32.5
3186,318,18,0,1,25.9000001
3187,318,19,0,1,21.70000005
3188,318,20,0,1,24.70000005
3189,318,21,0,1,31.5999999
3190,318,22,0,1,27.4000001
3191,318,23,0,1,24.4000001
3192,319,0,0,1,22
3193,319,1,0,1,21.4000001
3194,319,2,0,1,21.70000005
3195,319,3,0,1,21.4000001
3196,319,4,0,1,22
3197,319,5,0,1,21.4000001
3198,319,6,0,1,16.9000001
3199,319,7,0,1,26.20000005
3200,319,8,0,1,18.70000005
3201,319,9,0,1,24.70000005
3202,319,10,0,1,32.20000005
3203,319,11,0,1,40.5999999
3204,319,12,0,1,38.20000005
3205,319,13,0,1,40.9000001
3206,319,14,0,1,45.4000001
3207,319,15,0,1,46.9000001
3208,319,16,0,1,43.5999999
3209,319,17,0,1,40.9000001
3210,319,18,0,1,33.5999999
3211,319,19,0,1,34.9000001
3212,319,20,0,1,25.9000001
3213,319,21,0,1,27.4000001
3214,319,22,0,1,27.0999999
3215,319,23,0,1,33.70000005
3216,320,0,1,1,28.9000001
3217,320,1,1,1,24.4000001
3218,320,2,1,1,22.9000001
3219,320,3,1,1,20.20000005
3220,320,4,1,1,35.9000001
3221,320,5,1,1,22.9000001
3222,320,6,1,1,21.4000001
3223,320,7,1,1,24.70000005
3224,320,8,1,1,636.5199952
3225,320,9,1,1,542.8900025
3226,320,10,1,1,556.9099975
3227,320,11,1,1,562.9000001
3228,320,12,1,1,609.280005
3229,320,13,1,1,598.9199953
3230,320,14,1,1,559.4000063
3231,320,15,1,1,586.8000002
3232,320,16,1,1,598.8799987
3233,320,17,1,1,579.9099975
3234,320,18,1,1,563.9899964
3235,320,19,1,1,113.3099999
3236,320,20,1,1,40.30000019
3237,320,21,1,1,34.9000001
3238,320,22,1,1,28.5999999
3239,320,23,1,1,30.4000001
3240,321,0,1,1,27.4000001
3241,321,1,1,1,31.30000019
3242,321,2,1,1,30.0999999
3243,321,3,1,1,24.0999999
3244,321,4,1,1,25.9000001
3245,321,5,1,1,25.9000001
3246,321,6,1,1,27.4000001
3247,321,7,1,1,34.5999999
3248,321,8,1,1,467.5999999
3249,321,9,1,1,369.9900026
3250,321,10,1,1,672.4999943
3251,321,11,1,1,650.5000057
3252,321,12,1,1,695.2199955
3253,321,13,1,1,656.8000059
3254,321,14,1,1,655.6999998
3255,321,15,1,1,672.1000004
3256,321,16,1,1,677.6999998
3257,321,17,1,1,676.3899965
3258,321,18,1,1,649.6099977
3259,321,19,1,1,166.0999985
3260,321,20,1,1,50
3261,321,21,1,1,42.39999962
3262,321,22,1,1,38.5
3263,321,23,1,1,35.80000019
3264,322,0,1,1,31.30000019
3265,322,1,1,1,26.80000019
3266,322,2,1,1,37
3267,322,3,1,1,32.80000019
3268,322,4,1,1,30.0999999
3269,322,5,1,1,25.5999999
3270,322,6,1,1,26.80000019
3271,322,7,1,1,33.0999999
3272,322,8,1,1,561.3799925
3273,322,9,1,1,623.8200073
3274,322,10,1,1,625.6999998
3275,322,11,1,1,644.1899967
3276,322,12,1,1,675.9099979
3277,322,13,1,1,654.1000061
3278,322,14,1,1,638.2999935
3279,322,15,1,1,651.3800049
3280,322,16,1,1,657.920001
3281,322,17,1,1,652.2799988
3282,322,18,1,1,618.0099974
3283,322,19,1,1,157.6000004
3284,322,20,1,1,54.39999962
3285,322,21,1,1,43
3286,322,22,1,1,44.19999981
3287,322,23,1,1,38.19999981
3288,323,0,1,1,43.89999962
3289,323,1,1,1,40
3290,323,2,1,1,35.80000019
3291,323,3,1,1,38.5
3292,323,4,1,1,38.5
3293,323,5,1,1,35.19999981
3294,323,6,1,1,38.80000019
3295,323,7,1,1,41.80000019
3296,323,8,1,1,588.7900023
3297,323,9,1,1,614.8999939
3298,323,10,1,1,612.3999996
3299,323,11,1,1,612.3100033
3300,323,12,1,1,639.7900028
3301,323,13,1,1,608.2199955
3302,323,14,1,1,588.9900026
3303,323,15,1,1,608.3099976
3304,323,16,1,1,616.6900024
3305,323,17,1,1,611.510004
3306,323,18,1,1,593.5
3307,323,19,1,1,134.8900003
3308,323,20,1,1,36.89999962
3309,323,21,1,1,35.5
3310,323,22,1,1,36.69999981
3311,323,23,1,1,32.5
3312,324,0,1,1,34.30000019
3313,324,1,1,1,27.69999981
3314,324,2,1,1,28.30000019
3315,324,3,1,1,34.69999981
3316,324,4,1,1,26.80000019
3317,324,5,1,1,34.30000019
3318,324,6,1,1,28
3319,324,7,1,1,28.5999999
3320,324,8,1,1,568.6099977
3321,324,9,1,1,601.8800049
3322,324,10,1,1,587
3323,324,11,1,1,618.8199949
3324,324,12,1,1,641.0000057
3325,324,13,1,1,578.8999996
3326,324,14,1,1,582
3327,324,15,1,1,598.7999935
3328,324,16,1,1,606.3900023
3329,324,17,1,1,604.010004
3330,324,18,1,1,578.8799925
3331,324,19,1,1,155.3099995
3332,324,20,1,1,28.30000019
3333,324,21,1,1,33
3334,324,22,1,1,30.69999981
3335,324,23,1,1,25.30000019
3336,325,0,0,1,29.80000019
3337,325,1,0,1,28.30000019
3338,325,2,0,1,27.0999999
3339,325,3,0,1,34.69999981
3340,325,4,0,1,25.5999999
3341,325,5,0,1,25.5999999
3342,325,6,0,1,20.5
3343,325,7,0,1,24.0999999
3344,325,8,0,1,24.0999999
3345,325,9,0,1,29.5
3346,325,10,0,1,68.80000019
3347,325,11,0,1,66.10000038
3348,325,12,0,1,30.0999999
3349,325,13,0,1,32.80000019
3350,325,14,0,1,34
3351,325,15,0,1,37.30000019
3352,325,16,0,1,32.69999981
3353,325,17,0,1,28.30000019
3354,325,18,0,1,30.0999999
3355,325,19,0,1,32.80000019
3356,325,20,0,1,33.4000001
3357,325,21,0,1,29.80000019
3358,325,22,0,1,31.30000019
3359,325,23,0,1,25.9000001
3360,326,0,0,1,29.20000005
3361,326,1,0,1,29.20000005
3362,326,2,0,1,25.9000001
3363,326,3,0,1,23.20000005
3364,326,4,0,1,21.4000001
3365,326,5,0,1,23.20000005
3366,326,6,0,1,33.5
3367,326,7,0,1,21.4000001
3368,326,8,0,1,23.20000005
3369,326,9,0,1,37
3370,326,10,0,1,40.89999962
3371,326,11,0,1,46.5
3372,326,12,0,1,49.89999962
3373,326,13,0,1,50.19999981
3374,326,14,0,1,56.19999981
3375,326,15,0,1,58.60000038
3376,326,16,0,1,57.39999962
3377,326,17,0,1,48.39999962
3378,326,18,0,1,43
3379,326,19,0,1,39.69999981
3380,326,20,0,1,38.5
3381,326,21,0,1,35.5
3382,326,22,0,1,28.30000019
3383,326,23,0,1,22.5999999
3384,327,0,1,1,28.5999999
3385,327,1,1,1,23.80000019
3386,327,2,1,1,22
3387,327,3,1,1,26.80000019
3388,327,4,1,1,19.9000001
3389,327,5,1,1,21.4000001
3390,327,6,1,1,24.4000001
3391,327,7,1,1,25.9000001
3392,327,8,1,1,631.1999941
3393,327,9,1,1,539.3999987
3394,327,10,1,1,594.9799995
3395,327,11,1,1,653.3999996
3396,327,12,1,1,697
3397,327,13,1,1,675.1999998
3398,327,14,1,1,656.3999996
3399,327,15,1,1,603.6100035
3400,327,16,1,1,696.8999996
3401,327,17,1,1,664.2799988
3402,327,18,1,1,642.1199951
3403,327,19,1,1,130.1999984
3404,327,20,1,1,41.5
3405,327,21,1,1,33.0999999
3406,327,22,1,1,33
3407,327,23,1,1,32.9000001
3408,328,0,1,1,27.4000001
3409,328,1,1,1,30.4000001
3410,328,2,1,1,33.0999999
3411,328,3,1,1,26.20000005
3412,328,4,1,1,30.4000001
3413,328,5,1,1,27.70000005
3414,328,6,1,1,24.70000005
3415,328,7,1,1,30.70000005
3416,328,8,1,1,484.6000016
3417,328,9,1,1,479.0099998
3418,328,10,1,1,421.3999996
3419,328,11,1,1,603.5
3420,328,12,1,1,376
3421,328,13,1,1,431.5
3422,328,14,1,1,335.8000002
3423,328,15,1,1,506.8999996
3424,328,16,1,1,514.1000004
3425,328,17,1,1,503.5
3426,328,18,1,1,444.5999999
3427,328,19,1,1,51.30000019
3428,328,20,1,1,31.9000001
3429,328,21,1,1,34
3430,328,22,1,1,25.5999999
3431,328,23,1,1,27.4000001
3432,329,0,1,1,21.0999999
3433,329,1,1,1,25.9000001
3434,329,2,1,1,21.4000001
3435,329,3,1,1,21.70000005
3436,329,4,1,1,29.30000019
3437,329,5,1,1,21.70000005
3438,329,6,1,1,25.5999999
3439,329,7,1,1,24.4000001
3440,329,8,1,1,158.7
3441,329,9,1,1,161.4000001
3442,329,10,1,1,478.7
3443,329,11,1,1,382.1000004
3444,329,12,1,1,251.3999996
3445,329,13,1,1,153.1999998
3446,329,14,1,1,366.1999998
3447,329,15,1,1,105.6999998
3448,329,16,1,1,380
3449,329,17,1,1,125.5
3450,329,18,1,1,123.3999996
3451,329,19,1,1,38.19999981
3452,329,20,1,1,20.19999981
3453,329,21,1,1,18.69999981
3454,329,22,1,1,17.5
3455,329,23,1,1,17.5
3456,330,0,1,1,15.69999981
3457,330,1,1,1,16
3458,330,2,1,1,17.5
3459,330,3,1,1,13.30000019
3460,330,4,1,1,16.30000019
3461,330,5,1,1,14.5
3462,330,6,1,1,7.800000191
3463,330,7,1,1,13.30000019
3464,330,8,1,1,15.0999999
3465,330,9,1,1,22.30000019
3466,330,10,1,1,29.5
3467,330,11,1,1,32.5
3468,330,12,1,1,38.80000019
3469,330,13,1,1,54.69999981
3470,330,14,1,1,53.80000019
3471,330,15,1,1,59.19999981
3472,330,16,1,1,56.19999981
3473,330,17,1,1,50.5
3474,330,18,1,1,35.80000019
3475,330,19,1,1,14.80000019
3476,330,20,1,1,16.30000019
3477,330,21,1,1,14.5
3478,330,22,1,1,13
3479,330,23,1,1,12.0999999
3480,331,0,1,1,16.30000019
3481,331,1,1,1,10.30000019
3482,331,2,1,1,10.5999999
3483,331,3,1,1,15.69999981
3484,331,4,1,1,11.80000019
3485,331,5,1,1,16.30000019
3486,331,6,1,1,11.80000019
3487,331,7,1,1,10.5999999
3488,331,8,1,1,17.5
3489,331,9,1,1,16.9000001
3490,331,10,1,1,22.5999999
3491,331,11,1,1,21.9000001
3492,331,12,1,1,31.5999999
3493,331,13,1,1,42.70000005
3494,331,14,1,1,51.0999999
3495,331,15,1,1,49.30000019
3496,331,16,1,1,59.5
3497,331,17,1,1,45.39999962
3498,331,18,1,1,35.19999981
3499,331,19,1,1,22.5999999
3500,331,20,1,1,11.20000005
3501,331,21,1,1,12.70000005
3502,331,22,1,1,11.5
3503,331,23,1,1,11.20000005
3504,332,0,0,1,13
3505,332,1,0,1,9.700000048
3506,332,2,0,1,8.5
3507,332,3,0,1,6.700000048
3508,332,4,0,1,10
3509,332,5,0,1,9.700000048
3510,332,6,0,1,7
3511,332,7,0,1,9.700000048
3512,332,8,0,1,8.5
3513,332,9,0,1,14.20000005
3514,332,10,0,1,10
3515,332,11,0,1,11.20000005
3516,332,12,0,1,10
3517,332,13,0,1,12.70000005
3518,332,14,0,1,11.5
3519,332,15,0,1,21.70000005
3520,332,16,0,1,23.5
3521,332,17,0,1,21.70000005
3522,332,18,0,1,11.5
3523,332,19,0,1,11.20000005
3524,332,20,0,1,10
3525,332,21,0,1,9.700000048
3526,332,22,0,1,11.5
3527,332,23,0,1,9.700000048
3528,333,0,0,1,7
3529,333,1,0,1,10
3530,333,2,0,1,8.200000048
3531,333,3,0,1,11.5
3532,333,4,0,1,9.700000048
3533,333,5,0,1,8.5
3534,333,6,0,1,8.200000048
3535,333,7,0,1,9.700000048
3536,333,8,0,1,13
3537,333,9,0,1,7
3538,333,10,0,1,15.70000005
3539,333,11,0,1,22
3540,333,12,0,1,29.20000005
3541,333,13,0,1,13.5
3542,333,14,0,1,26.20000005
3543,333,15,0,1,25
3544,333,16,0,1,30.70000005
3545,333,17,0,1,32.20000005
3546,333,18,0,1,19
3547,333,19,0,1,17.20000005
3548,333,20,0,1,10
3549,333,21,0,1,15.70000005
3550,333,22,0,1,10
3551,333,23,0,1,11.20000005
3552,334,0,1,1,11.5
3553,334,1,1,1,14.20000005
3554,334,2,1,1,11.5
3555,334,3,1,1,9.700000048
3556,334,4,1,1,8.5
3557,334,5,1,1,9.700000048
3558,334,6,1,1,10
3559,334,7,1,1,11.20000005
3560,334,8,1,1,13
3561,334,9,1,1,35.70000005
3562,334,10,1,1,31.5
3563,334,11,1,1,37
3564,334,12,1,1,42.70000005
3565,334,13,1,1,47.20000005
3566,334,14,1,1,61
3567,334,15,1,1,63.4000001
3568,334,16,1,1,72.4000001
3569,334,17,1,1,99.9000001
3570,334,18,1,1,121.7
3571,334,19,1,1,31.20000005
3572,334,20,1,1,20.20000005
3573,334,21,1,1,11.5
3574,334,22,1,1,12.70000005
3575,334,23,1,1,10
3576,335,0,0,0,15.70000005
3577,335,1,0,0,13
3578,335,2,0,0,14.20000005
3579,335,3,0,0,10
3580,335,4,0,0,12.70000005
3581,335,5,0,0,8.5
3582,335,6,0,0,14.20000005
3583,335,7,0,0,13
3584,335,8,0,0,24.70000005
3585,335,9,0,0,23.5
3586,335,10,0,0,334.2
3587,335,11,0,0,582.5
3588,335,12,0,0,175.2
3589,335,13,0,0,115.5
3590,335,14,0,0,66.70000005
3591,335,15,0,0,255
3592,335,16,0,0,391.0999999
3593,335,17,0,0,235.1999998
3594,335,18,0,0,26.20000005
3595,335,19,0,0,19
3596,335,20,0,0,15.70000005
3597,335,21,0,0,9
3598,335,22,0,0,14.20000005
3599,335,23,0,0,14.20000005
3600,336,0,0,0,11.5
3601,336,1,0,0,13
3602,336,2,0,0,11.20000005
3603,336,3,0,0,8.5
3604,336,4,0,0,11.20000005
3605,336,5,0,0,11.5
3606,336,6,0,0,14.20000005
3607,336,7,0,0,10
3608,336,8,0,0,21.70000005
3609,336,9,0,0,115.7
3610,336,10,0,0,462.3000002
3611,336,11,0,0,144.5
3612,336,12,0,0,158.6999998
3613,336,13,0,0,454
3614,336,14,0,0,149.6999998
3615,336,15,0,0,271.3000002
3616,336,16,0,0,316
3617,336,17,0,0,173.0999999
3618,336,18,0,0,35.9000001
3619,336,19,0,0,28.9000001
3620,336,20,0,0,17.5
3621,336,21,0,0,18.70000005
3622,336,22,0,0,16
3623,336,23,0,0,18.70000005
3624,337,0,0,0,14.5
3625,337,1,0,0,14.5
3626,337,2,0,0,17.20000005
3627,337,3,0,0,16
3628,337,4,0,0,14.20000005
3629,337,5,0,0,14.5
3630,337,6,0,0,12.70000005
3631,337,7,0,0,17.5
3632,337,8,0,0,20.20000005
3633,337,9,0,0,13
3634,337,10,0,0,18.70000005
3635,337,11,0,0,17.5
3636,337,12,0,0,20.5
3637,337,13,0,0,14.20000005
3638,337,14,0,0,10
3639,337,15,0,0,12.70000005
3640,337,16,0,0,13
3641,337,17,0,0,8.200000048
3642,337,18,0,0,8.5
3643,337,19,0,0,11.20000005
3644,337,20,0,0,8.5
3645,337,21,0,0,12.70000005
3646,337,22,0,0,8.5
3647,337,23,0,0,8.200000048
3648,338,0,0,0,8.5
3649,338,1,0,0,11.5
3650,338,2,0,0,11.20000005
3651,338,3,0,0,8.5
3652,338,4,0,0,8.200000048
3653,338,5,0,0,8.5
3654,338,6,0,0,12.70000005
3655,338,7,0,0,11.5
3656,338,8,0,0,12.70000005
3657,338,9,0,0,7
3658,338,10,0,0,17.20000005
3659,338,11,0,0,14.5
3660,338,12,0,0,12.70000005
3661,338,13,0,0,12.70000005
3662,338,14,0,0,17.5
3663,338,15,0,0,11.5
3664,338,16,0,0,11.20000005
3665,338,17,0,0,13
3666,338,18,0,0,11.20000005
3667,338,19,0,0,13
3668,338,20,0,0,11.20000005
3669,338,21,0,0,3
3670,338,22,0,0,8.200000048
3671,338,23,0,0,7
3672,339,0,0,0,11.20000005
3673,339,1,0,0,7
3674,339,2,0,0,8.200000048
3675,339,3,0,0,7
3676,339,4,0,0,11.20000005
3677,339,5,0,0,5.5
3678,339,6,0,0,12.20000005
3679,339,7,0,0,7
3680,339,8,0,0,3
3681,339,9,0,0,11.20000005
3682,339,10,0,0,5.5
3683,339,11,0,0,9.700000048
3684,339,12,0,0,7
3685,339,13,0,0,11.20000005
3686,339,14,0,0,5.5
3687,339,15,0,0,8.200000048
3688,339,16,0,0,8.5
3689,339,17,0,0,6.700000048
