,0,1,2,3,4
54,188.0,6.0,1.0,1.0,1.6590411653265056e-05
55,188.0,7.0,1.0,1.0,0.00010107433919248206
56,188.0,8.0,1.0,1.0,0.00026744090330544637
57,188.0,9.0,1.0,1.0,0.00032672127191889493
58,188.0,10.0,1.0,1.0,0.00028082307082976906
59,188.0,11.0,1.0,1.0,0.00035678056062075697
60,188.0,12.0,1.0,1.0,0.00032085394241945125
61,188.0,13.0,1.0,1.0,0.00026605356166707237
62,188.0,14.0,1.0,1.0,0.00032039148519166885
63,188.0,15.0,1.0,1.0,0.00028195029381842775
64,188.0,16.0,1.0,1.0,0.0003189463339879532
65,188.0,17.0,1.0,1.0,0.00034458343391969323
66,188.0,18.0,1.0,1.0,0.0002491741041165999
67,188.0,19.0,1.0,1.0,0.00021902811884563376
68,188.0,20.0,1.0,1.0,0.0001804713050340089
69,188.0,21.0,1.0,1.0,0.00012601776293001595
70,188.0,22.0,1.0,1.0,1.9798662121972927e-05
71,188.0,23.0,1.0,1.0,2.083917586199763e-05
72,189.0,0.0,1.0,1.0,1.8411310836129297e-05
73,189.0,1.0,1.0,1.0,1.771763464192349e-05
74,189.0,2.0,1.0,1.0,1.5549897913240322e-05
75,189.0,3.0,1.0,1.0,1.5289769616055156e-05
76,189.0,4.0,1.0,1.0,1.4422674924581889e-05
77,189.0,5.0,1.0,1.0,1.5983445258976956e-05
78,189.0,6.0,1.0,1.0,1.3989127578845255e-05
79,189.0,7.0,1.0,1.0,0.0001063636171412393
80,189.0,8.0,1.0,1.0,0.00024067658534660398
81,189.0,9.0,1.0,1.0,0.0002511106227057865
82,189.0,10.0,1.0,1.0,0.00023876897140226642
83,189.0,11.0,1.0,1.0,0.00023969388282577133
84,189.0,12.0,1.0,1.0,0.00030218249639508667
85,189.0,13.0,1.0,1.0,0.0002420061248619715
86,189.0,14.0,1.0,1.0,0.00024986779409290474
87,189.0,15.0,1.0,1.0,0.0003255651462148816
88,189.0,16.0,1.0,1.0,0.00031397498590810316
89,189.0,17.0,1.0,1.0,0.000286343566642381
90,189.0,18.0,1.0,1.0,0.00026238284680388946
91,189.0,19.0,1.0,1.0,0.00022798809401648702
92,189.0,20.0,1.0,1.0,0.00017977763269879065
93,189.0,21.0,1.0,1.0,0.00013307013297707529
94,189.0,22.0,1.0,1.0,1.693724975036793e-05
95,189.0,23.0,1.0,1.0,1.5549897913240322e-05
96,190.0,0.0,1.0,1.0,1.4509384448857592e-05
97,190.0,1.0,1.0,1.0,1.4942931794594225e-05
98,190.0,2.0,1.0,1.0,1.4942931794594225e-05
99,190.0,3.0,1.0,1.0,1.4422674924581889e-05
100,190.0,4.0,1.0,1.0,1.4335965675948129e-05
101,190.0,5.0,1.0,1.0,1.4509384448857592e-05
102,190.0,6.0,1.0,1.0,1.4596093973133325e-05
103,190.0,7.0,1.0,1.0,0.00010361781783619135
104,190.0,8.0,1.0,1.0,0.0002643482700379251
105,190.0,9.0,1.0,1.0,0.0002379018830505586
106,190.0,10.0,1.0,1.0,0.0002787709400009515
107,190.0,11.0,1.0,1.0,0.0003078186171268628
108,190.0,12.0,1.0,1.0,0.00029544806806954145
109,190.0,13.0,1.0,1.0,0.0002861123449195388
110,190.0,14.0,1.0,1.0,0.0002712850187491682
111,190.0,15.0,1.0,1.0,0.0003236575488090619
112,190.0,16.0,1.0,1.0,0.0003093793893907516
113,190.0,17.0,1.0,1.0,0.00028116990699737836
114,190.0,18.0,1.0,1.0,0.00028143003198685966
115,190.0,19.0,1.0,1.0,0.00019622352857014342
116,190.0,20.0,1.0,1.0,0.00016191548199931294
117,190.0,21.0,1.0,1.0,0.00011960126281952627
118,190.0,22.0,1.0,1.0,1.3815708530293788e-05
119,190.0,23.0,1.0,1.0,1.0434039564318427e-05
120,191.0,0.0,1.0,1.0,1.1647972077252625e-05
121,191.0,1.0,1.0,1.0,1.2168228947264961e-05
122,191.0,2.0,1.0,1.0,1.5925639276982453e-05
123,191.0,3.0,1.0,1.0,1.0694167861503624e-05
124,191.0,4.0,1.0,1.0,1.2081519422989258e-05
125,191.0,5.0,1.0,1.0,1.0607458337227892e-05
126,191.0,6.0,1.0,1.0,1.1387843504425454e-05
127,191.0,7.0,1.0,1.0,9.592957730127891e-05
128,191.0,8.0,1.0,1.0,0.00031209628625608507
129,191.0,9.0,1.0,1.0,0.00031903303827503053
130,191.0,10.0,1.0,1.0,0.000352098252925278
131,191.0,11.0,1.0,1.0,0.0003686886557579991
132,191.0,12.0,1.0,1.0,0.0003639485486959295
133,191.0,13.0,1.0,1.0,0.00034819632846749853
134,191.0,14.0,1.0,1.0,0.0003479361946574728
135,191.0,15.0,1.0,1.0,0.0003285999814940256
136,191.0,16.0,1.0,1.0,0.0003259697974606697
137,191.0,17.0,1.0,1.0,0.0003143796299872004
138,191.0,18.0,1.0,1.0,0.0003182526511783407
139,191.0,19.0,1.0,1.0,0.00022576255792121662
140,191.0,20.0,1.0,1.0,0.00018003775768827226
141,191.0,21.0,1.0,1.0,0.00012468821762616703
142,191.0,22.0,1.0,1.0,1.9451824024870024e-05
143,191.0,23.0,1.0,1.0,2.378729748223636e-05
144,192.0,0.0,0.0,1.0,1.771763464192349e-05
145,192.0,1.0,0.0,1.0,1.8671439133314464e-05
146,192.0,2.0,0.0,1.0,1.771763464192349e-05
147,192.0,3.0,0.0,1.0,1.8064472739026393e-05
148,192.0,4.0,0.0,1.0,1.962524307342149e-05
149,192.0,5.0,0.0,1.0,1.6503702404631296e-05
150,192.0,6.0,0.0,1.0,1.572331696179179e-05
151,192.0,7.0,0.0,1.0,1.4509384448857592e-05
152,192.0,8.0,0.0,1.0,1.537647914033086e-05
153,192.0,9.0,0.0,1.0,0.00016989274968777816
154,192.0,10.0,0.0,1.0,0.00020824724338934817
155,192.0,11.0,0.0,1.0,0.0001711355890506973
156,192.0,12.0,0.0,1.0,0.00017818795634133632
157,192.0,13.0,0.0,1.0,0.0001816274329431582
158,192.0,14.0,0.0,1.0,0.00018249452598077985
159,192.0,15.0,0.0,1.0,0.00018483568837342185
160,192.0,16.0,0.0,1.0,0.00017994816026298195
161,192.0,17.0,0.0,1.0,0.0001760520116072332
162,192.0,18.0,0.0,1.0,9.367512960119963e-05
163,192.0,19.0,0.0,1.0,0.00016405431408314676
164,192.0,20.0,0.0,1.0,0.00012997749447235646
165,192.0,21.0,0.0,1.0,2.378729748223636e-05
166,192.0,22.0,0.0,1.0,2.2486655445026458e-05
167,192.0,23.0,0.0,1.0,2.0665756813446194e-05
168,193.0,0.0,0.0,1.0,2.508793951944626e-05
169,193.0,1.0,0.0,1.0,2.292020279076309e-05
170,193.0,2.0,0.0,1.0,2.1272723207734265e-05
171,193.0,3.0,0.0,1.0,2.083917586199763e-05
172,193.0,4.0,0.0,1.0,2.2833493542129362e-05
173,193.0,5.0,0.0,1.0,2.1706270553470898e-05
174,193.0,6.0,0.0,1.0,2.1879689602022362e-05
175,193.0,7.0,0.0,1.0,1.9191695727684857e-05
176,193.0,8.0,0.0,1.0,1.962524307342149e-05
177,193.0,9.0,0.0,1.0,0.0001855842790652617
178,193.0,10.0,0.0,1.0,0.0001989433133364928
179,193.0,11.0,0.0,1.0,0.00018694272763575026
180,193.0,12.0,0.0,1.0,0.00019160480651767337
181,193.0,13.0,0.0,1.0,0.0001915961375774322
182,193.0,14.0,0.0,1.0,0.00019171752258703064
183,193.0,15.0,0.0,1.0,0.00019162214384687158
184,193.0,16.0,0.0,1.0,0.00019316268040615273
185,193.0,17.0,0.0,1.0,0.00019330142369373946
186,193.0,18.0,0.0,1.0,0.00019599519116496994
187,193.0,19.0,0.0,1.0,0.00019371184026716228
188,193.0,20.0,0.0,1.0,0.0001424607656631569
189,193.0,21.0,0.0,1.0,3.185127855396479e-05
190,193.0,22.0,0.0,1.0,2.968354182528162e-05
191,193.0,23.0,0.0,1.0,2.9770251073915494e-05
192,194.0,0.0,1.0,1.0,2.959683257664804e-05
193,194.0,1.0,1.0,1.0,2.673541965375906e-05
194,194.0,2.0,1.0,1.0,2.7775933393783764e-05
195,194.0,3.0,1.0,1.0,2.959683257664804e-05
196,194.0,4.0,1.0,1.0,2.9625735292003284e-05
197,194.0,5.0,1.0,1.0,2.794935244233523e-05
198,194.0,6.0,1.0,1.0,2.3411556669778205e-05
199,194.0,7.0,1.0,1.0,0.00011413856334143966
200,194.0,8.0,1.0,1.0,0.00036386183558830833
201,194.0,9.0,1.0,1.0,0.00036750652102812584
202,194.0,10.0,1.0,1.0,0.0004257695108084935
203,194.0,11.0,1.0,1.0,0.0004082281789815041
204,194.0,12.0,1.0,1.0,0.00043126399649267736
205,194.0,13.0,1.0,1.0,0.00040805476158680564
206,194.0,14.0,1.0,1.0,0.00042077215039508026
207,194.0,15.0,1.0,1.0,0.00040244754935886873
208,194.0,16.0,1.0,1.0,0.00042889393414110015
209,194.0,17.0,1.0,1.0,0.00042602963359283794
210,194.0,18.0,1.0,1.0,0.00033632001540172756
211,194.0,19.0,1.0,1.0,0.00025191991444732686
212,194.0,20.0,1.0,1.0,0.00019665707591588007
213,194.0,21.0,1.0,1.0,0.00014700434495571797
214,194.0,22.0,1.0,1.0,3.1851278553965075e-05
215,194.0,23.0,1.0,1.0,2.985696032254937e-05
216,195.0,0.0,1.0,1.0,2.803606169096896e-05
217,195.0,1.0,1.0,1.0,2.6475291356573863e-05
218,195.0,2.0,1.0,1.0,2.664871040512533e-05
219,195.0,3.0,1.0,1.0,2.6995547950944257e-05
220,195.0,4.0,1.0,1.0,2.6822128902392793e-05
221,195.0,5.0,1.0,1.0,2.8209480739520397e-05
222,195.0,6.0,1.0,1.0,2.5723809180373583e-05
223,195.0,7.0,1.0,1.0,0.000114632807602247
224,195.0,8.0,1.0,1.0,0.00037122925449431125
225,195.0,9.0,1.0,1.0,0.0003950483395608536
226,195.0,10.0,1.0,1.0,0.0004164655763453656
227,195.0,11.0,1.0,1.0,0.0004147891990085383
228,195.0,12.0,1.0,1.0,0.00041080055813543436
229,195.0,13.0,1.0,1.0,0.0004362064341391973
230,195.0,14.0,1.0,1.0,0.0004493313518955204
231,195.0,15.0,1.0,1.0,0.00045033429287738065
232,195.0,16.0,1.0,1.0,0.0004374810732146694
233,195.0,17.0,1.0,1.0,0.000455513746792424
234,195.0,18.0,1.0,1.0,0.0003573875308740327
235,195.0,19.0,1.0,1.0,0.0002536251939482267
236,195.0,20.0,1.0,1.0,0.0001990560398802453
237,195.0,21.0,1.0,1.0,0.00014997847505053235
238,195.0,22.0,1.0,1.0,2.8209480188236447e-05
239,195.0,23.0,1.0,1.0,2.673541965375906e-05
240,196.0,0.0,1.0,1.0,2.3267040887865992e-05
241,196.0,1.0,1.0,1.0,2.413413557933926e-05
242,196.0,2.0,1.0,1.0,2.5261358567997723e-05
243,196.0,3.0,1.0,1.0,2.3353750136499725e-05
244,196.0,4.0,1.0,1.0,2.3874007282154066e-05
245,196.0,5.0,1.0,1.0,2.161956075355319e-05
246,196.0,6.0,1.0,1.0,2.057904756481246e-05
247,196.0,7.0,1.0,1.0,0.00010861227904726779
248,196.0,8.0,1.0,1.0,0.00036435319112117665
249,196.0,9.0,1.0,1.0,0.00037993199064720307
250,196.0,10.0,1.0,1.0,0.00042302948289520115
251,196.0,11.0,1.0,1.0,0.0004344144404281067
252,196.0,12.0,1.0,1.0,0.00042536775435476903
253,196.0,13.0,1.0,1.0,0.0004218126713017958
254,196.0,14.0,1.0,1.0,0.00041808415348868
255,196.0,15.0,1.0,1.0,0.0004055112804623176
256,196.0,16.0,1.0,1.0,0.00044172982501951427
257,196.0,17.0,1.0,1.0,0.0004186304254486759
258,196.0,18.0,1.0,1.0,0.00031854457780986954
259,196.0,19.0,1.0,1.0,0.00024151189217812722
260,196.0,20.0,1.0,1.0,0.00021873909114079692
261,196.0,21.0,1.0,1.0,0.00015127912204929793
262,196.0,22.0,1.0,1.0,3.28917917427058e-05
263,196.0,23.0,1.0,1.0,2.8816447133808498e-05
264,197.0,0.0,1.0,1.0,2.474110197362733e-05
265,197.0,1.0,1.0,1.0,2.5608196665100596e-05
266,197.0,2.0,1.0,1.0,2.4220844827972992e-05
267,197.0,3.0,1.0,1.0,2.6215163059388697e-05
268,197.0,4.0,1.0,1.0,2.6562000605207623e-05
269,197.0,5.0,1.0,1.0,2.6301872308022427e-05
270,197.0,6.0,1.0,1.0,2.7082257750861964e-05
271,197.0,7.0,1.0,1.0,0.00010240677267298765
272,197.0,8.0,1.0,1.0,0.0003619513447686344
273,197.0,9.0,1.0,1.0,0.000358341330955152
274,197.0,10.0,1.0,1.0,0.0003571534173911889
275,197.0,11.0,1.0,1.0,0.00040057172685782665
276,197.0,12.0,1.0,1.0,0.000421754861460814
277,197.0,13.0,1.0,1.0,0.00041935589198360986
278,197.0,14.0,1.0,1.0,0.00041837318532814805
279,197.0,15.0,1.0,1.0,0.00034160929114534773
280,197.0,16.0,1.0,1.0,0.00041380649014793907
281,197.0,17.0,1.0,1.0,0.0004171563594013582
282,197.0,18.0,1.0,1.0,0.0003513756723618639
283,197.0,19.0,1.0,1.0,0.0002539720276350582
284,197.0,20.0,1.0,1.0,0.00022174501378147425
285,197.0,21.0,1.0,1.0,0.00016148193492921819
286,197.0,22.0,1.0,1.0,3.583991391422836e-05
287,197.0,23.0,1.0,1.0,3.0377216916919588e-05
288,198.0,0.0,1.0,1.0,2.9856960322549082e-05
289,198.0,1.0,1.0,1.0,3.1591149705495616e-05
290,198.0,2.0,1.0,1.0,2.8556318285339327e-05
291,198.0,3.0,1.0,1.0,2.673541965375906e-05
292,198.0,4.0,1.0,1.0,2.6562001156491573e-05
293,198.0,5.0,1.0,1.0,2.5001230270812526e-05
294,198.0,6.0,1.0,1.0,2.612845381075494e-05
295,198.0,7.0,1.0,1.0,0.00010500227488125489
296,198.0,8.0,1.0,1.0,0.00035860434908284737
297,198.0,9.0,1.0,1.0,0.0003307388149560694
298,198.0,10.0,1.0,1.0,0.00038048115436720023
299,198.0,11.0,1.0,1.0,0.0003751629698441001
300,198.0,12.0,1.0,1.0,0.00040400831969326375
301,198.0,13.0,1.0,1.0,0.0004033724505836206
302,198.0,14.0,1.0,1.0,0.0004035458696321721
303,198.0,15.0,1.0,1.0,0.0004055690872712398
304,198.0,16.0,1.0,1.0,0.000399730652769176
305,198.0,17.0,1.0,1.0,0.0004190350700790576
306,198.0,18.0,1.0,1.0,0.0003357419506202256
307,198.0,19.0,1.0,1.0,0.0002489978057119353
308,198.0,20.0,1.0,1.0,0.0002099814311184428
309,198.0,21.0,1.0,1.0,0.00014671531339189353
310,198.0,22.0,1.0,1.0,3.358546793691161e-05
311,198.0,23.0,1.0,1.0,3.0030379922384672e-05
312,199.0,0.0,0.0,1.0,2.803606169096896e-05
313,199.0,1.0,0.0,1.0,2.482781122226109e-05
314,199.0,2.0,0.0,1.0,2.7631417611871554e-05
315,199.0,3.0,0.0,1.0,2.8469609036705594e-05
316,199.0,4.0,0.0,1.0,2.6301872308022427e-05
317,199.0,5.0,0.0,1.0,2.734238549676318e-05
318,199.0,6.0,0.0,1.0,2.742909584796484e-05
319,199.0,7.0,0.0,1.0,2.378729748223636e-05
320,199.0,8.0,0.0,1.0,2.8296189988154157e-05
321,199.0,9.0,0.0,1.0,0.00018382407790003638
322,199.0,10.0,0.0,1.0,0.00023752613782782866
323,199.0,11.0,0.0,1.0,0.0002151840025749862
324,199.0,12.0,0.0,1.0,0.000193214710586118
325,199.0,13.0,0.0,1.0,0.00021989810116247935
326,199.0,14.0,0.0,1.0,0.0002138833605377763
327,199.0,15.0,0.0,1.0,0.00020856517270697241
328,199.0,16.0,0.0,1.0,0.00020607950500681308
329,199.0,17.0,0.0,1.0,0.00020807093451028833
330,199.0,18.0,0.0,1.0,0.0002098109035542515
331,199.0,19.0,0.0,1.0,0.00019995492766886587
332,199.0,20.0,0.0,1.0,0.000147839644896192
333,199.0,21.0,0.0,1.0,3.179347202068645e-05
334,199.0,22.0,0.0,1.0,2.774703012714454e-05
335,199.0,23.0,0.0,1.0,2.9365606994818172e-05
336,200.0,0.0,0.0,1.0,3.115760235975927e-05
337,200.0,1.0,0.0,1.0,3.167785950541355e-05
338,200.0,2.0,0.0,1.0,3.0030379371100607e-05
339,200.0,3.0,0.0,1.0,2.664871040512533e-05
340,200.0,4.0,0.0,1.0,2.5608196665100596e-05
341,200.0,5.0,0.0,1.0,2.534806836791543e-05
342,200.0,6.0,0.0,1.0,2.1706270553470898e-05
343,200.0,7.0,0.0,1.0,2.2313236947758995e-05
344,200.0,8.0,0.0,1.0,2.1706270553470898e-05
345,200.0,9.0,0.0,1.0,0.00018090485623873312
346,200.0,10.0,0.0,1.0,0.0002068338786673734
347,200.0,11.0,0.0,1.0,0.00018261014180375655
348,200.0,12.0,0.0,1.0,0.0001866536982770618
349,200.0,13.0,0.0,1.0,0.00018105225744088224
350,200.0,14.0,0.0,1.0,0.00018141932986438293
351,200.0,15.0,0.0,1.0,0.00017827755486919498
352,200.0,16.0,0.0,1.0,0.00018885321983363304
353,200.0,17.0,0.0,1.0,0.00017758099325475225
354,200.0,18.0,0.0,1.0,9.514919103151356e-05
355,200.0,19.0,0.0,1.0,0.0001773208677139869
356,200.0,20.0,0.0,1.0,0.00015356246963940212
357,200.0,21.0,0.0,1.0,3.219811665106784e-05
358,200.0,22.0,0.0,1.0,2.959683257664804e-05
359,200.0,23.0,0.0,1.0,2.768922359386606e-05
360,201.0,0.0,1.0,1.0,2.7515805096598597e-05
361,201.0,1.0,1.0,1.0,2.4654392173709626e-05
362,201.0,2.0,1.0,1.0,2.638858155665616e-05
363,201.0,3.0,1.0,1.0,2.3093621839314555e-05
364,201.0,4.0,1.0,1.0,2.092588511063139e-05
365,201.0,5.0,1.0,1.0,2.0405628516260998e-05
366,201.0,6.0,1.0,1.0,2.1272723207734265e-05
367,201.0,7.0,1.0,1.0,0.00010711220617922727
368,201.0,8.0,1.0,1.0,0.00028194739847507965
369,201.0,9.0,1.0,1.0,0.00031365705383406113
370,201.0,10.0,1.0,1.0,0.00041042482393838285
371,201.0,11.0,1.0,1.0,0.00041369087597881317
372,201.0,12.0,1.0,1.0,0.0004086646172603169
373,201.0,13.0,1.0,1.0,0.000371836224747587
374,201.0,14.0,1.0,1.0,0.0003518092163998973
375,201.0,15.0,1.0,1.0,0.0003798452775395819
376,201.0,16.0,1.0,1.0,0.000271085595085029
377,201.0,17.0,1.0,1.0,0.00033663506260681833
378,201.0,18.0,1.0,1.0,0.00023495375812261602
379,201.0,19.0,1.0,1.0,0.00023116455855473877
380,201.0,20.0,1.0,1.0,0.00018116498398463443
381,201.0,21.0,1.0,1.0,0.00012974915927231896
382,201.0,22.0,1.0,1.0,0.00019552985402978952
383,201.0,23.0,1.0,1.0,7.107286143416857e-05
384,202.0,0.0,1.0,1.0,2.092588511063139e-05
385,202.0,1.0,1.0,1.0,1.8411310836129297e-05
386,202.0,2.0,1.0,1.0,1.8498020084763027e-05
387,202.0,3.0,1.0,1.0,1.9191695727684857e-05
388,202.0,4.0,1.0,1.0,2.1706270553470898e-05
389,202.0,5.0,1.0,1.0,1.8844858181865927e-05
390,202.0,6.0,1.0,1.0,2.0492337764894758e-05
391,202.0,7.0,1.0,1.0,9.876208447675071e-05
392,202.0,8.0,1.0,1.0,0.00020503899126678832
393,202.0,9.0,1.0,1.0,0.00031047770608070815
394,202.0,10.0,1.0,1.0,0.000370307235933376
395,202.0,11.0,1.0,1.0,0.000282817388509901
396,202.0,12.0,1.0,1.0,0.0003401901522751981
397,202.0,13.0,1.0,1.0,0.00034371633757436976
398,202.0,14.0,1.0,1.0,0.00031903304378787115
399,202.0,15.0,1.0,1.0,0.0003088880302745364
400,202.0,16.0,1.0,1.0,0.00031192286720753355
401,202.0,17.0,1.0,1.0,0.0003435429130129776
402,202.0,18.0,1.0,1.0,0.00032114297232942553
403,202.0,19.0,1.0,1.0,0.00025905898878146404
404,202.0,20.0,1.0,1.0,0.0002433645800478674
405,202.0,21.0,1.0,1.0,0.00017865040860756416
406,202.0,22.0,1.0,1.0,2.023220946770956e-05
407,202.0,23.0,1.0,1.0,1.9191695727684857e-05
408,203.0,0.0,1.0,1.0,1.893156743049966e-05
409,203.0,1.0,1.0,1.0,2.0665756813446194e-05
410,203.0,2.0,1.0,1.0,1.9885371370606657e-05
411,203.0,3.0,1.0,1.0,1.7197378047553126e-05
412,203.0,4.0,1.0,1.0,1.702395899900169e-05
413,203.0,5.0,1.0,1.0,1.624357410744613e-05
414,203.0,6.0,1.0,1.0,1.8064472739026393e-05
415,203.0,7.0,1.0,1.0,9.940084507075462e-05
416,203.0,8.0,1.0,1.0,0.00035458391897158427
417,203.0,9.0,1.0,1.0,0.00031576698678588454
418,203.0,10.0,1.0,1.0,0.0003466933574996913
419,203.0,11.0,1.0,1.0,0.0003706251773792462
420,203.0,12.0,1.0,1.0,0.0003636306100064782
421,203.0,13.0,1.0,1.0,0.00035863036637796684
422,203.0,14.0,1.0,1.0,0.00035882979886264733
423,203.0,15.0,1.0,1.0,0.00036695735951326324
424,203.0,16.0,1.0,1.0,0.0003963518796978333
425,203.0,17.0,1.0,1.0,0.0003674169241541193
426,203.0,18.0,1.0,1.0,0.0003549278727510176
427,203.0,19.0,1.0,1.0,0.0002438877209599064
428,203.0,20.0,1.0,1.0,0.00018408131471286127
429,203.0,21.0,1.0,1.0,0.00014361978450538263
430,203.0,22.0,1.0,1.0,2.8209480188236447e-05
431,203.0,23.0,1.0,1.0,2.8209480188236447e-05
432,204.0,0.0,1.0,1.0,2.6562001156491573e-05
433,204.0,1.0,1.0,1.0,2.6215163059388697e-05
434,204.0,2.0,1.0,1.0,2.3440459936417432e-05
435,204.0,3.0,1.0,1.0,2.5001230270812526e-05
436,204.0,4.0,1.0,1.0,2.5174649319363963e-05
437,204.0,5.0,1.0,1.0,2.4220844827972992e-05
438,204.0,6.0,1.0,1.0,2.3093621839314555e-05
439,204.0,7.0,1.0,1.0,0.00010511788849909591
440,204.0,8.0,1.0,1.0,0.00034045027891853015
441,204.0,9.0,1.0,1.0,0.00032545243179937566
442,204.0,10.0,1.0,1.0,0.00037868626751789893
443,204.0,11.0,1.0,1.0,0.0003751889871392196
444,204.0,12.0,1.0,1.0,0.0003264091277751273
445,204.0,13.0,1.0,1.0,0.0002982805738668038
446,204.0,14.0,1.0,1.0,0.0002842307521293077
447,204.0,15.0,1.0,1.0,0.0002931936182332371
448,204.0,16.0,1.0,1.0,0.0003074168590192853
449,204.0,17.0,1.0,1.0,0.0002977603172724335
450,204.0,18.0,1.0,1.0,0.00027391232508026204
451,204.0,19.0,1.0,1.0,0.00020801601670495016
452,204.0,20.0,1.0,1.0,0.00018561607050855745
453,204.0,21.0,1.0,1.0,0.0001469147436714401
454,204.0,22.0,1.0,1.0,2.2313236947758995e-05
455,204.0,23.0,1.0,1.0,2.3960716530787822e-05
456,205.0,0.0,1.0,1.0,2.274678429349563e-05
457,205.0,1.0,1.0,1.0,2.3700588233602626e-05
458,205.0,2.0,1.0,1.0,2.1706270553470898e-05
459,205.0,3.0,1.0,1.0,1.8584729333396757e-05
460,205.0,4.0,1.0,1.0,1.9451824024870024e-05
461,205.0,5.0,1.0,1.0,2.0752466062079924e-05
462,205.0,6.0,1.0,1.0,1.9104986479051097e-05
463,205.0,7.0,1.0,1.0,0.0001067971617305562
464,205.0,8.0,1.0,1.0,0.0003002748882392322
465,205.0,9.0,1.0,1.0,0.00027608294778046563
466,205.0,10.0,1.0,1.0,0.0002834821559246277
467,205.0,11.0,1.0,1.0,0.00028299080755845224
468,205.0,12.0,1.0,1.0,0.00028145894049069655
469,205.0,13.0,1.0,1.0,0.00027186308904350847
470,205.0,14.0,1.0,1.0,0.0002531338417230634
471,205.0,15.0,1.0,1.0,0.00029290458336170944
472,205.0,16.0,1.0,1.0,0.00028880033658874025
473,205.0,17.0,1.0,1.0,0.00028212370955927544
474,205.0,18.0,1.0,1.0,0.00023605207453693155
475,205.0,19.0,1.0,1.0,0.0001713957156940305
476,205.0,20.0,1.0,1.0,8.116006290138403e-05
477,205.0,21.0,1.0,1.0,6.309559016235764e-05
478,205.0,22.0,1.0,1.0,1.8758148381948224e-05
479,205.0,23.0,1.0,1.0,1.8151181987660123e-05
480,206.0,0.0,0.0,1.0,1.8151181987660123e-05
481,206.0,1.0,0.0,1.0,1.8584729333396757e-05
482,206.0,2.0,0.0,1.0,1.7370797096104563e-05
483,206.0,3.0,0.0,1.0,1.927840552760256e-05
484,206.0,4.0,0.0,1.0,1.893156743049966e-05
485,206.0,5.0,0.0,1.0,1.641699260471359e-05
486,206.0,6.0,0.0,1.0,1.8671439133314464e-05
